City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Buin,CL,-33.7333,-70.75,90.05,20,4,11.12,clear sky
348,Portland,US,45.5234,-122.6762,44.37,93,90,1.01,overcast clouds
349,Wanning,CN,18.8003,110.3967,69.91,91,66,5.61,broken clouds
350,Dudinka,RU,69.4058,86.1778,10.72,94,100,17.9,snow
351,Kapit,MY,2.0167,112.9333,73.45,99,99,0.43,overcast clouds
352,Christchurch,NZ,-43.5333,172.6333,64.33,88,100,3.0,overcast clouds
353,Montepuez,MZ,-13.1256,38.9997,74.14,83,100,6.89,overcast clouds
354,Tarbert,GB,55.8628,-5.4162,39.18,70,86,21.3,overcast clouds
355,Tena,EC,-0.9833,-77.8167,84.67,52,92,3.44,overcast clouds
356,Storforshei,NO,66.4043,14.5233,22.78,58,0,3.44,clear sky
357,Piacabucu,BR,-10.4056,-36.4344,82.56,66,99,11.23,overcast clouds
358,Neryungri,RU,56.6709,124.6491,-21.03,96,99,2.08,overcast clouds
359,Iqaluit,CA,63.7506,-68.5145,-3.14,94,100,10.4,overcast clouds
360,Conde,BR,-7.2597,-34.9075,83.37,59,62,13.65,broken clouds
361,Bintulu,MY,3.1667,113.0333,76.14,90,100,3.91,overcast clouds
362,Dongsheng,CN,39.8161,109.9776,17.71,46,87,3.0,overcast clouds
363,Yekimovichi,RU,54.1129,33.2965,30.78,98,100,6.62,light snow
364,Korla,CN,41.7597,86.1469,22.12,68,100,5.26,overcast clouds
365,Luganville,VU,-15.5333,167.1667,78.71,88,100,7.54,overcast clouds
366,Manaure,CO,11.7751,-72.4445,85.51,52,7,22.5,clear sky
367,Dingle,PH,10.9995,122.6711,72.12,93,18,8.79,few clouds
368,Beringovskiy,RU,63.05,179.3167,12.43,94,90,2.59,overcast clouds
369,Edd,ER,13.9297,41.6925,76.82,74,24,12.62,few clouds
370,Sinnamary,GF,5.3833,-52.95,80.82,70,100,8.95,overcast clouds
371,Diedorf,DE,48.35,10.7667,53.11,86,90,10.36,overcast clouds
372,Trang,TH,7.5,99.5,75.45,87,100,5.84,overcast clouds
373,Fort-Shevchenko,KZ,44.5086,50.263,43.36,93,100,17.47,overcast clouds
374,Flin Flon,CA,54.7682,-101.865,-11.51,88,100,9.17,overcast clouds
375,Horodok,UA,49.1637,26.5839,47.21,90,100,14.94,overcast clouds
376,Sonderso,DK,55.4853,10.2554,37.53,80,20,13.27,few clouds
377,Tura,IN,25.5198,90.2201,56.05,64,0,3.65,clear sky
378,Hami,CN,42.8,93.45,20.14,55,29,2.82,scattered clouds
379,Mackenzie,CA,55.2999,-123.1698,-18.36,84,100,6.78,overcast clouds
380,Severodvinsk,RU,64.5635,39.8302,-21.89,100,100,4.85,overcast clouds
381,Inhambane,MZ,-23.865,35.3833,78.39,72,6,10.78,clear sky
382,Kaeo,NZ,-35.1,173.7833,64.33,94,21,5.46,few clouds
383,Fergus Falls,US,46.283,-96.0776,18.32,84,1,1.01,clear sky
384,Mosquera,CO,4.7059,-74.2302,62.17,75,99,9.08,overcast clouds
385,Palma Del Rio,ES,37.7002,-5.2812,55.53,80,98,7.72,overcast clouds
386,Luis Correia,BR,-2.8792,-41.6669,82.4,77,38,8.61,scattered clouds
387,Akom,CM,2.6678,12.7109,74.35,45,73,2.46,broken clouds
388,Brewster,US,41.3973,-73.6171,34.99,55,2,1.01,clear sky
389,Anadyr,RU,64.75,177.4833,9.54,95,96,4.81,overcast clouds
390,San Quintin,MX,30.4833,-115.95,60.19,62,100,13.33,overcast clouds
391,Ulaangom,MN,49.9811,92.0667,-19.86,90,34,2.89,scattered clouds
392,Cockburn Town,TC,21.4612,-71.1419,78.39,63,0,11.16,clear sky
393,Holeby,DK,54.7115,11.4642,37.09,91,12,17.22,few clouds
394,Mogadishu,SO,2.0371,45.3438,79.27,88,100,14.65,overcast clouds
395,Hobyo,SO,5.3505,48.5268,78.98,82,100,12.73,overcast clouds
396,Ndele,CF,8.4109,20.6473,76.73,27,65,5.12,broken clouds
397,Lumut,MY,4.2323,100.6298,77.04,87,97,3.27,overcast clouds
398,Balclutha,NZ,-46.2339,169.75,58.62,98,100,1.97,overcast clouds
399,Noumea,NC,-22.2763,166.4572,80.01,99,68,8.14,broken clouds
400,Longyearbyen,SJ,78.2186,15.6401,-0.56,78,0,14.97,clear sky
401,Guerrero Negro,MX,27.9769,-114.0611,63.84,58,31,13.89,scattered clouds
402,Wagar,SD,16.1525,36.2032,70.97,45,7,17.05,clear sky
403,Ariquemes,BR,-9.9133,-63.0408,82.33,84,96,5.28,overcast clouds
404,Tecoanapa,MX,16.5167,-98.75,83.32,66,0,9.28,clear sky
405,Ust-Kuyga,RU,70.0167,135.6,-52.13,99,85,2.15,overcast clouds
406,Kampot,KH,10.6167,104.1833,78.1,68,98,1.21,overcast clouds
407,Langsa,ID,4.4683,97.9683,73.72,97,99,3.94,overcast clouds
408,Vostochnyy,RU,55.8167,37.8667,19.58,96,92,6.6,overcast clouds
409,College,US,64.8569,-147.8028,-35.54,98,6,3.56,clear sky
410,Kabale,UG,-1.2486,29.9899,58.03,86,100,3.04,overcast clouds
411,Samana,DO,19.2056,-69.3369,81.43,58,7,6.44,clear sky
412,Bac Lieu,VN,9.285,105.7244,76.78,83,99,12.24,overcast clouds
413,Gorontalo,ID,0.5412,123.0595,73.99,93,100,3.02,overcast clouds
414,Sokolo,ML,14.7328,-6.1219,77.25,16,0,6.49,clear sky
415,Bera,BD,24.0833,89.6167,61.97,60,0,7.16,clear sky
416,Lingao,CN,19.9103,109.6859,67.05,90,0,8.9,clear sky
417,San Juan,AR,-31.5375,-68.5364,92.95,23,0,16.96,clear sky
418,Lima,PE,-12.0432,-77.0282,73.13,75,15,9.24,few clouds
419,Raga,SS,8.4596,25.678,73.15,27,100,4.41,overcast clouds
420,Poum,NC,-20.2333,164.0167,80.47,72,13,5.08,few clouds
421,Hegang,CN,47.4,130.3667,-21.44,97,17,3.22,few clouds
422,Yeppoon,AU,-23.1333,150.7333,74.98,84,4,3.74,clear sky
423,Vanimo,PG,-2.6741,141.3028,77.16,89,100,7.87,overcast clouds
424,Puerto Barrios,GT,15.7167,-88.6,75.15,98,100,3.31,overcast clouds
425,Morro Bay,US,35.3658,-120.8499,63.21,70,57,4.0,broken clouds
426,Nouakchott,MR,18.0858,-15.9785,84.13,26,100,11.88,overcast clouds
427,Svetlogorsk,BY,52.6333,29.7333,35.78,94,100,9.73,overcast clouds
428,Southbridge,US,42.0751,-72.0334,33.64,45,0,1.99,clear sky
429,Butia,BR,-30.1197,-51.9622,79.05,64,100,1.34,overcast clouds
430,Sur,OM,22.5667,59.5289,72.73,77,100,3.44,overcast clouds
431,Mutata,CO,7.2441,-76.4356,85.48,67,79,3.22,broken clouds
432,Cartagena Del Chaira,CO,1.3349,-74.8429,96.35,26,50,6.04,scattered clouds
433,Jaguaruna,BR,-28.615,-49.0256,80.53,75,100,10.56,light rain
434,Le Port,RE,-20.9373,55.2919,77.0,83,79,5.99,broken clouds
435,Galesong,ID,-5.3166,119.3661,75.22,81,100,6.76,overcast clouds
436,Gobabis,NA,-22.45,18.9667,80.87,35,79,21.07,broken clouds
437,Taldan,RU,53.6667,124.8,-8.66,98,100,2.8,overcast clouds
438,Altamont,US,42.2068,-121.7372,36.77,90,90,3.0,overcast clouds
439,Nicoya,CR,10.1483,-85.452,89.89,41,42,14.5,scattered clouds
440,Nelson Bay,AU,-32.7167,152.15,73.0,94,71,1.01,light rain
441,Pesaro,IT,43.9036,12.8903,58.95,75,43,7.09,scattered clouds
442,Alta Floresta,BR,-9.8756,-56.0861,76.96,89,86,3.65,overcast clouds
443,Flinders,AU,-34.5833,150.8552,70.81,87,52,1.99,light rain
444,Ahuimanu,US,21.4447,-157.8378,73.11,94,1,6.76,clear sky
445,Tubuala,PA,9.5167,-79.0333,90.34,77,62,15.17,broken clouds
446,Imbituba,BR,-28.24,-48.6703,78.91,81,100,10.04,overcast clouds
447,Davila,PH,18.4726,120.5763,75.29,70,100,5.64,overcast clouds
448,Majene,ID,-3.5403,118.9707,77.52,83,100,6.98,overcast clouds
449,Tromso,NO,69.6496,18.957,19.42,79,75,4.0,light shower snow
450,Kurumkan,RU,54.3,110.3,-2.96,96,88,3.69,overcast clouds
451,Fare,PF,-16.7,-151.0167,80.13,73,39,5.21,light rain
452,Xixiang,CN,35.1628,112.865,32.85,95,100,1.66,light snow
453,Rongcheng,CN,30.634,117.8517,47.8,85,100,4.52,overcast clouds
454,Shatrovo,RU,56.5167,64.6333,-0.76,90,11,11.56,few clouds
455,Zhigansk,RU,66.7697,123.3711,-54.65,100,69,1.9,broken clouds
456,Casper,US,42.8666,-106.3131,34.72,68,75,10.0,light snow
457,Lufilufi,WS,-13.8745,-171.5986,79.79,78,100,13.58,overcast clouds
458,Mga,RU,59.75,31.0667,28.33,98,100,8.63,snow
459,Mercedes,AR,-34.6515,-59.4307,93.69,17,100,12.24,overcast clouds
460,Oum Hadjer,TD,13.2954,19.6966,73.17,24,92,9.46,overcast clouds
461,Lebork,PL,54.5392,17.7501,44.92,95,100,9.6,overcast clouds
462,Nuuk,GL,64.1835,-51.7216,38.01,44,75,8.05,broken clouds
463,Osoyoos,CA,49.0331,-119.4524,30.99,88,98,0.85,overcast clouds
464,Mehamn,NO,71.0357,27.8492,15.71,87,100,19.8,light snow
465,Chapais,CA,49.7834,-74.8492,6.58,85,100,7.96,overcast clouds
466,Komsomolskiy,UZ,40.4272,71.7189,38.62,94,100,1.21,moderate rain
467,Phangnga,TH,8.4509,98.5298,84.9,93,99,3.69,overcast clouds
468,Solano,US,38.2333,-121.9511,58.95,89,20,8.05,few clouds
469,Sechura,PE,-5.5569,-80.8222,80.74,53,26,14.38,scattered clouds
470,Binzhou,CN,37.3667,118.0167,30.88,69,100,6.62,overcast clouds
471,Kungurtug,RU,50.5994,97.5228,-3.35,93,90,2.08,overcast clouds
472,Martapura,ID,-3.4167,114.85,77.09,94,90,2.3,overcast clouds
473,Sibolga,ID,1.7427,98.7792,75.43,90,95,3.31,overcast clouds
474,Fairbanks,US,64.8378,-147.7164,-35.52,98,5,3.56,clear sky
475,Puerto Quijarro,BO,-17.7833,-57.7667,91.69,51,98,7.07,light rain
476,Lazaro Cardenas,MX,17.9583,-102.2,85.12,51,0,7.43,clear sky
477,Maceio,BR,-9.6658,-35.7353,83.64,78,90,6.91,overcast clouds
478,Ushtobe,KZ,45.2514,77.9838,38.73,92,100,5.66,light rain
479,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,85.57,69,100,1.1,overcast clouds
480,Upata,VE,8.0086,-62.3989,83.19,35,45,3.98,scattered clouds
481,Naudero,PK,27.6648,68.3622,57.06,91,100,6.22,overcast clouds
482,Vikhorevka,RU,56.1201,101.1636,11.79,97,66,2.48,broken clouds
483,Riberalta,BO,-10.9833,-66.1,83.64,69,100,7.43,overcast clouds
484,Broken Hill,AU,-31.95,141.4333,58.19,62,0,19.24,clear sky
485,Imeni Poliny Osipenko,RU,52.4201,136.4853,-30.68,100,99,2.37,overcast clouds
486,Odweyne,SO,9.4092,45.064,71.15,71,12,9.48,few clouds
487,Teknaf,BD,20.8624,92.3058,63.14,72,0,7.11,clear sky
488,Maarianhamina,AX,60.0973,19.9348,33.66,86,0,9.22,clear sky
489,Pasco,US,28.292,-82.4165,75.25,63,34,1.01,scattered clouds
490,Dongli,CN,23.5656,116.8194,62.42,81,100,5.66,overcast clouds
491,Lermontovka,RU,47.1453,134.3383,-19.43,97,19,4.09,few clouds
492,Taguatinga,BR,-12.3857,-46.5711,76.87,82,100,2.3,overcast clouds
493,Meulaboh,ID,4.1363,96.1285,75.04,90,96,4.54,light rain
494,Westport,US,41.1415,-73.3579,36.0,53,4,1.01,clear sky
495,Cayenne,GF,4.9333,-52.3333,84.24,88,40,4.0,scattered clouds
496,Abu Dhabi,AE,24.4667,54.3667,68.97,52,20,1.99,few clouds
497,Bouca,CF,6.5105,18.2733,79.75,26,100,2.51,overcast clouds
498,Constitucion,CL,-35.3333,-72.4167,68.29,65,4,20.45,clear sky
499,Aksarka,RU,66.5606,67.7975,-5.44,98,100,11.77,light snow
500,Mrakovo,RU,52.7161,56.6244,2.68,98,92,2.68,overcast clouds
501,Alofi,NU,-19.0595,-169.9187,78.67,73,100,4.36,overcast clouds
502,The Valley,AI,18.217,-63.0578,79.11,75,1,11.07,clear sky
503,Rovato,IT,45.5658,10.0001,47.59,62,100,0.83,overcast clouds
504,Muisne,EC,0.6,-80.0333,77.59,78,76,10.96,broken clouds
505,Fochville,ZA,-26.4886,27.4939,62.83,80,100,3.09,overcast clouds
506,Marrakesh,MA,31.6315,-8.0083,64.47,45,0,9.22,clear sky
507,Cabedelo,BR,-6.9811,-34.8339,83.28,66,25,13.82,scattered clouds
508,Carutapera,BR,-1.195,-46.02,80.65,82,79,5.59,broken clouds
509,Ouegoa,NC,-20.35,164.4333,78.57,84,34,3.02,scattered clouds
510,Ada,US,43.4166,-116.1262,35.65,91,100,1.99,snow
511,Collie,AU,-33.3667,116.15,57.97,83,0,11.21,clear sky
512,Qasigiannguit,GL,68.8193,-51.1922,37.65,53,100,16.58,overcast clouds
513,Pelym,RU,61.0108,61.9978,-1.12,89,91,6.33,overcast clouds
514,Johi,PK,26.6921,67.6133,57.52,92,100,7.78,overcast clouds
515,Sampit,ID,-2.5333,112.95,73.15,98,79,1.39,broken clouds
516,Cairns,AU,-16.9167,145.7667,79.11,83,82,0.0,broken clouds
517,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,78.6,84,100,7.05,overcast clouds
518,Wattens,AT,47.2722,11.5993,49.91,47,75,18.41,broken clouds
519,Riyadh,SA,24.6877,46.7219,53.74,51,0,7.45,clear sky
520,Bangkalan,ID,-7.0455,112.7351,76.95,81,98,2.1,overcast clouds
521,Minusinsk,RU,53.7103,91.6875,-9.38,95,100,2.84,overcast clouds
522,Petropavlovka,RU,50.6114,105.3196,-5.3,94,22,2.89,few clouds
523,Salamanca,ES,40.8333,-6.0,41.0,90,30,14.25,scattered clouds
524,Redcliffe,AU,-27.2307,153.0973,75.15,83,75,9.22,broken clouds
525,Bloomingdale,US,27.8936,-82.2404,76.08,69,90,1.99,overcast clouds
526,Batticaloa,LK,7.7102,81.6924,76.68,87,90,7.76,overcast clouds
527,Harper,LR,4.375,-7.7169,79.38,80,14,6.04,few clouds
528,Tigil,RU,57.8,158.6667,29.52,80,100,9.82,overcast clouds
529,Ugoofaaru,MV,5.6667,73.0,81.75,74,100,9.28,overcast clouds
530,Oussouye,SN,12.485,-16.5469,77.13,53,9,6.78,clear sky
531,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,21.79,100,90,0.0,shower snow
532,Mumford,GH,5.2618,-0.759,81.36,77,100,7.27,overcast clouds
533,Talnakh,RU,69.4865,88.3972,5.04,96,100,11.36,light snow
534,Evensk,RU,61.95,159.2333,30.31,88,100,22.68,snow
535,Ecoporanga,BR,-18.3733,-40.8306,83.17,61,100,4.54,overcast clouds
536,Sangar,RU,63.9242,127.4739,-37.75,98,100,1.28,overcast clouds
537,Zhezkazgan,KZ,47.8043,67.7144,15.84,92,100,4.23,overcast clouds
538,Dafeng,CN,23.4517,108.5881,64.65,86,76,6.02,broken clouds
539,Boa Vista,BR,2.8197,-60.6733,89.58,37,40,16.11,scattered clouds
540,Mayumba,GA,-3.432,10.6554,77.11,91,37,6.33,scattered clouds
541,Namtsy,RU,62.7161,129.6658,-45.29,100,100,2.77,overcast clouds
542,Jumla,NP,29.2747,82.1838,38.46,68,100,2.53,overcast clouds
543,Marathon,US,44.9,-89.7668,31.24,78,1,1.01,clear sky
544,Newport News,US,36.9788,-76.428,41.22,67,3,3.85,clear sky
545,Sardhana,IN,29.15,77.6167,59.79,44,100,0.94,overcast clouds
546,Kormilovka,RU,55.0026,74.1028,1.15,94,45,9.4,scattered clouds
547,Srednekolymsk,RU,67.45,153.6833,-12.32,99,100,4.52,light snow
548,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,65,100,1.5,overcast clouds
549,Belluno,IT,46.145,12.2214,45.34,89,100,1.77,overcast clouds
550,El Colomo,MX,19.05,-104.25,86.13,47,0,7.54,clear sky
551,Mogwase,ZA,-25.185,27.2665,75.38,48,36,12.95,scattered clouds
552,Erenhot,CN,43.6475,111.9767,12.76,55,0,2.39,clear sky
553,Kavieng,PG,-2.5744,150.7967,80.02,82,100,8.12,moderate rain
554,Waipawa,NZ,-41.4122,175.5153,63.45,81,100,1.81,overcast clouds
555,Sarh,TD,9.1429,18.3923,80.11,25,18,3.27,few clouds
556,Khandbari,NP,27.3747,87.2039,50.22,70,6,2.71,clear sky
557,Kudahuvadhoo,MV,2.6708,72.8944,80.02,78,100,8.59,overcast clouds
558,Vagur,FO,61.4732,-6.8119,38.21,64,61,42.59,broken clouds
559,Mukhen,RU,48.1,136.1,-20.69,95,5,4.88,clear sky
560,Kalat,PK,29.0225,66.5916,43.29,87,100,11.79,overcast clouds
561,Gilgit,PK,35.9221,74.3087,39.4,90,94,1.03,overcast clouds
562,Anito,PH,12.4497,125.2886,75.9,86,99,12.73,overcast clouds
563,Clacton-On-Sea,GB,51.7897,1.156,37.96,82,87,8.01,overcast clouds
564,Mandera,KE,3.9366,41.867,89.38,29,90,8.79,overcast clouds
565,Eyl,SO,7.9803,49.8164,77.47,82,70,12.41,broken clouds
566,Liptovsky Hradok,SK,49.0396,19.7234,45.73,99,100,1.99,overcast clouds
567,Bilma,NE,18.6853,12.9164,62.1,32,100,9.75,overcast clouds
568,Bathsheba,BB,13.2167,-59.5167,77.61,73,75,16.11,broken clouds
569,Sitka,US,57.0531,-135.33,8.98,84,100,9.78,overcast clouds
570,Jieshi,CN,22.8134,115.8257,65.95,83,100,13.31,overcast clouds
571,Cap Malheureux,MU,-19.9842,57.6142,79.47,76,21,5.99,few clouds
572,Sena Madureira,BR,-9.0656,-68.6569,80.67,81,100,4.68,overcast clouds
573,Mundo Nuevo,MX,18.7,-95.5,69.21,78,100,4.25,overcast clouds
574,Shar,KZ,49.5886,81.0453,25.61,95,100,15.57,snow
575,Tarko-Sale,RU,64.9225,77.785,2.39,91,99,20.92,overcast clouds
576,Buraydah,SA,26.326,43.975,52.47,27,0,5.19,clear sky
577,Valparaiso,CL,-33.0393,-71.6273,83.84,53,0,18.41,clear sky
578,Anchorage,US,61.2181,-149.9003,2.64,80,4,4.0,clear sky
579,North Bend,US,43.4065,-124.2243,48.87,96,75,10.36,light rain
580,Lamlash,GB,55.5336,-5.1296,37.36,69,40,22.84,scattered clouds
581,Angoram,PG,-4.0625,144.0661,73.53,99,97,3.0,moderate rain
582,Louis Trichardt,ZA,-23.0439,29.9032,71.58,70,70,3.29,broken clouds
583,Ajdabiya,LY,30.7554,20.2263,58.89,73,0,5.59,clear sky
584,Mama,RU,58.3106,112.8986,-10.16,100,100,4.5,overcast clouds
585,Joshimath,IN,30.5667,79.5667,45.43,89,100,1.7,overcast clouds
586,Xai-Xai,MZ,-25.0519,33.6442,79.03,71,41,9.95,scattered clouds
587,Sorong,ID,-0.8833,131.25,78.85,84,100,10.85,moderate rain
588,Ritchie,ZA,-29.038,24.6028,81.81,26,47,3.47,scattered clouds
589,Oranjestad,AW,12.524,-70.027,83.91,68,87,7.0,overcast clouds
590,Ossora,RU,59.2353,163.0719,31.75,90,100,26.17,overcast clouds
591,Tiarei,PF,-17.5333,-149.3333,82.42,76,48,5.61,light rain
592,Ryotsu,JP,38.0833,138.4333,31.86,84,91,23.96,light snow
593,Baiyin,CN,36.5583,104.2081,26.37,55,0,1.57,clear sky
594,Catuday,PH,16.2923,119.8062,74.82,70,96,15.32,overcast clouds
595,Skjervoy,NO,70.0311,20.9714,19.58,79,100,15.12,light snow
596,Creel,MX,27.75,-107.6333,58.51,16,100,6.64,overcast clouds
597,Katsuura,JP,35.1333,140.3,39.31,48,46,15.95,scattered clouds
598,Viedma,AR,-40.8135,-62.9967,71.98,23,0,17.94,clear sky
599,Coro,VE,11.4045,-69.6734,82.89,63,100,16.73,overcast clouds
600,Kendari,ID,-3.945,122.4989,75.67,92,100,1.34,overcast clouds
601,Masterton,NZ,-40.9597,175.6575,66.94,85,100,1.66,overcast clouds
602,Dickinson,US,29.4608,-95.0513,66.22,61,1,1.99,clear sky
603,Daru,PG,-9.0763,143.2092,76.48,93,100,12.57,overcast clouds
604,Orbetello,IT,42.4408,11.2196,55.62,89,41,20.11,scattered clouds
605,Torri Di Quartesolo,IT,45.525,11.6123,48.63,93,100,2.86,overcast clouds
606,Ulenje,TZ,-8.9333,33.6833,58.84,90,99,1.92,light rain
607,Thinadhoo,MV,0.5333,72.9333,81.07,74,100,3.44,light rain
608,Tenenkou,ML,14.4572,-4.9169,75.99,15,1,10.42,clear sky
609,Batemans Bay,AU,-35.7167,150.1833,69.19,88,40,2.55,scattered clouds
610,Kabompo,ZM,-13.5927,24.2008,65.37,96,100,3.36,overcast clouds
611,Taman,RU,45.2117,36.7161,43.12,81,100,9.95,overcast clouds
612,Sioux Lookout,CA,50.1001,-91.917,1.78,86,100,8.95,overcast clouds
613,Dubbo,AU,-32.25,148.6167,64.53,82,0,10.36,clear sky
614,Balkhash,KZ,46.844,74.9804,24.13,93,46,9.6,scattered clouds
615,Hervey Bay,AU,-25.2986,152.8535,74.03,79,0,11.52,clear sky
616,Manzhouli,CN,49.6,117.4333,-3.91,87,16,5.26,few clouds
617,Suicheng,CN,33.8963,117.9331,42.98,96,100,11.97,overcast clouds
618,Antioch,TR,36.2066,36.1572,55.26,93,97,2.21,overcast clouds
619,Marsa Matruh,EG,31.3525,27.2453,60.01,67,0,8.81,clear sky
620,Jiwani,PK,25.05,61.7417,72.81,71,95,16.64,overcast clouds
621,Olafsvik,IS,64.8945,-23.7142,29.21,64,100,11.16,overcast clouds
622,Quatre Cocos,MU,-20.2078,57.7625,79.09,80,79,11.56,broken clouds
623,Necochea,AR,-38.5473,-58.7368,71.04,42,5,21.36,clear sky
624,Genhe,CN,50.7833,121.5167,-8.07,100,99,1.03,overcast clouds
625,Bani,DO,18.2833,-70.3333,82.74,53,41,13.78,scattered clouds
626,Ambovombe,MG,-25.1667,46.0833,74.86,87,32,19.22,scattered clouds
627,Merelbeke,BE,50.9945,3.7462,44.13,92,100,11.27,light rain
628,Hambantota,LK,6.1241,81.1185,75.54,100,20,5.75,few clouds
629,Dolinsk,RU,47.35,142.8,9.23,87,100,5.95,overcast clouds
630,Kholodnyy,RU,62.7167,147.95,-32.24,100,100,0.78,overcast clouds
631,Yantal,RU,56.8471,105.2542,9.54,96,100,4.07,overcast clouds
632,Ushibuka,JP,32.1906,130.0228,47.82,66,13,8.21,few clouds
633,Saint Anthony,US,45.0205,-93.218,34.79,76,90,7.0,overcast clouds
634,Onoda,JP,34.0014,131.1836,37.31,70,40,4.29,scattered clouds
635,Sola,VU,-13.8833,167.55,82.26,75,100,16.42,overcast clouds
636,Twentynine Palms,US,34.1356,-116.0542,58.06,24,7,1.99,clear sky
637,Gravdal,NO,68.1214,13.5031,28.08,87,100,11.68,light snow
638,Teya,RU,60.3778,92.6267,17.06,92,100,5.19,overcast clouds
639,Namwala,ZM,-15.7504,26.4384,67.19,98,100,4.12,moderate rain
640,Yar-Sale,RU,66.8333,70.8333,-4.88,97,100,19.75,light snow
641,Boditi,ET,6.9667,37.8667,65.57,52,99,5.79,overcast clouds
642,Kenora,CA,49.8167,-94.4337,6.78,84,100,11.01,overcast clouds
643,Gboko,NG,7.3179,8.9951,82.58,20,100,7.29,overcast clouds
644,Elesbao Veloso,BR,-6.2019,-42.1403,86.49,58,100,1.72,overcast clouds
645,Souillac,MU,-20.5167,57.5167,79.36,83,40,9.22,scattered clouds
646,Inuvik,CA,68.3499,-133.7218,-30.6,99,46,6.38,scattered clouds
647,Grand Forks,US,47.9417,-97.4337,10.33,82,90,17.27,light snow
648,Altamirano,MX,16.8833,-92.15,55.42,89,93,1.07,overcast clouds
649,Rorvik,NO,64.8621,11.2373,28.51,59,75,9.22,light snow
650,Nhulunbuy,AU,-12.2333,136.7667,83.01,89,100,8.05,overcast clouds
651,Kieta,PG,-6.2167,155.6333,79.16,82,100,3.13,overcast clouds
652,Kupang,ID,-10.1667,123.5833,78.26,86,100,5.44,overcast clouds
653,Walvis Bay,NA,-22.9575,14.5053,62.1,87,0,11.18,clear sky
654,Aracati,BR,-4.5617,-37.7697,85.44,63,100,13.73,overcast clouds
655,Abasolo,MX,20.45,-101.5167,73.53,23,0,1.36,clear sky
656,Olot,ES,42.181,2.4901,54.81,87,38,4.99,scattered clouds
657,Gornozavodsk,RU,58.3758,58.3211,-1.53,97,100,9.19,overcast clouds
658,Miragoane,HT,18.4423,-73.0876,78.44,64,54,5.26,broken clouds
659,Awbari,LY,26.5921,12.7805,56.1,48,0,8.28,clear sky
660,Mabai,CN,23.0128,104.4508,51.3,89,100,4.41,overcast clouds
661,Baruun-Urt,MN,46.6806,113.2792,-0.96,85,3,6.71,clear sky
662,Cururupu,BR,-1.8283,-44.8683,85.08,63,41,5.91,scattered clouds
663,Havelock,US,34.8791,-76.9013,49.95,68,15,5.01,few clouds
664,Port Moresby,PG,-9.4431,147.1797,76.46,86,64,6.22,broken clouds
665,Xihe,CN,31.6864,113.4659,38.61,96,100,9.22,moderate rain
666,Karasuk,RU,53.7377,78.0403,6.93,95,53,7.9,broken clouds
667,Fazilka,IN,30.4,74.0333,57.24,70,100,5.19,overcast clouds
668,Mossendjo,CG,-2.9506,12.7261,70.63,97,100,1.5,light rain
669,Grindavik,IS,63.8424,-22.4338,27.07,74,0,10.36,clear sky
670,Cambridge,CA,43.3601,-80.3127,36.82,65,1,1.99,clear sky
671,Baherden,TM,38.4362,57.4316,44.96,71,98,7.34,overcast clouds
672,Krasnoshchekovo,RU,51.6708,82.7289,33.76,81,100,17.56,light snow
673,Paka,MY,4.6374,103.4368,75.45,91,51,8.32,broken clouds
674,Areia Branca,BR,-4.9561,-37.1369,85.19,66,43,19.48,scattered clouds
675,Shimoda,JP,34.6667,138.95,43.61,68,65,2.17,broken clouds
676,Coahuayana,MX,18.7333,-103.6833,91.18,38,0,6.91,clear sky
677,Kuzino,RU,57.0224,59.4412,-0.81,94,100,10.89,overcast clouds
678,Te Anau,NZ,-45.4167,167.7167,57.74,88,42,0.4,scattered clouds
679,Togur,RU,58.3631,82.8265,27.97,92,100,13.13,overcast clouds
680,Pietersburg,ZA,-23.9045,29.4688,63.0,71,67,6.02,moderate rain
681,Polunochnoye,RU,60.8697,60.4153,-0.51,81,100,7.96,overcast clouds
682,Kathu,TH,7.9178,98.3332,84.69,89,100,8.81,overcast clouds
683,Sakakah,SA,29.9697,40.2064,51.96,62,0,5.59,clear sky
684,Halmstad,SE,56.6745,12.8568,38.32,93,20,16.11,few clouds
685,Trabzon,TR,40.9167,39.8333,44.69,66,75,13.8,broken clouds
686,Tezu,IN,27.9167,96.1667,57.65,49,8,4.47,clear sky
687,Bichena,ET,10.45,38.2,61.11,52,99,2.33,overcast clouds
688,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,26,0,14.0,clear sky
689,Yanam,IN,16.7333,82.2167,68.77,74,78,4.03,broken clouds
690,Grand Gaube,MU,-20.0064,57.6608,79.38,76,24,5.99,few clouds
691,Kayerkan,RU,69.3497,87.7602,7.02,91,100,15.12,light snow
692,Contamana,PE,-7.3333,-75.0167,100.24,21,75,9.35,broken clouds
693,Mujiayingzi,CN,42.1167,118.7833,14.7,45,0,6.53,clear sky
694,Asau,RO,46.4333,26.4,46.76,73,100,6.26,overcast clouds
