City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
253,Amahai,ID,2021-12-30 16:32:43,-3.3333,128.9167,78.42,85,100,4.16
254,Sioux Lookout,CA,2021-12-30 16:32:43,50.1001,-91.917,-16.22,83,75,0.0
255,Mount Isa,AU,2021-12-30 16:32:44,-20.7333,139.5,76.77,41,42,0.0
256,Yongan,CN,2021-12-30 16:32:44,39.6957,113.6871,18.52,39,1,2.86
257,Los Llanos De Aridane,ES,2021-12-30 16:32:44,28.6585,-17.9182,69.55,64,0,18.41
258,Moranbah,AU,2021-12-30 16:32:45,-22.0016,148.0466,69.51,77,99,20.58
259,Laredo,US,2021-12-30 16:28:09,27.5064,-99.5075,80.85,73,1,3.44
260,Anakapalle,IN,2021-12-30 16:32:45,17.6833,83.0167,68.41,85,0,5.48
261,Lasa,IT,2021-12-30 16:32:46,46.6166,10.7002,47.28,94,91,6.58
262,Moree,AU,2021-12-30 16:32:46,-29.4667,149.85,66.22,68,75,8.05
263,Humaita,BR,2021-12-30 16:32:46,-7.5061,-63.0208,82.13,73,100,4.72
264,Gonzalez,US,2021-12-30 16:32:47,30.5816,-87.2914,80.74,89,75,1.99
265,Nokaneng,BW,2021-12-30 16:32:47,-19.6667,22.2667,81.14,40,70,7.63
266,Turukhansk,RU,2021-12-30 16:32:48,65.8167,87.9833,-17.19,100,100,4.23
267,Tera,NE,2021-12-30 16:32:48,14.0078,0.7531,84.22,9,3,9.48
268,Tsaratanana,MG,2021-12-30 16:32:48,-16.7833,47.65,77.41,80,79,3.27
269,Balakhninskiy,RU,2021-12-30 16:32:49,58.0106,114.2769,-24.41,98,80,2.48
270,Eyl,SO,2021-12-30 16:32:49,7.9803,49.8164,76.93,74,5,15.35
271,Ukhta,RU,2021-12-30 16:33:49,63.5671,53.6835,9.82,92,96,8.16
272,Ponta Grossa,BR,2021-12-30 16:33:50,-25.095,-50.1619,69.22,70,100,7.58
273,Kirakira,SB,2021-12-30 16:33:50,-10.4544,161.9205,79.95,85,100,5.84
274,Datong,CN,2021-12-30 16:31:03,40.0936,113.2914,18.3,34,0,3.13
275,Zapolyarnyy,RU,2021-12-30 16:33:51,69.4154,30.8136,13.28,100,89,1.61
276,Matay,EG,2021-12-30 16:33:51,28.419,30.7792,63.73,45,100,7.43
277,Pilar,BR,2021-12-30 16:33:51,-9.5972,-35.9567,87.73,48,18,12.95
278,Saint-Paul,RE,2021-12-30 16:33:52,-21.0096,55.2707,78.91,78,94,2.95
279,Altamira,BR,2021-12-30 16:33:52,-3.2033,-52.2064,86.09,74,75,6.91
280,Kulachi,PK,2021-12-30 16:33:53,31.9286,70.4592,54.82,29,81,1.14
281,Karatau,KZ,2021-12-30 16:33:53,43.1667,70.4667,27.54,81,100,3.24
282,Vostok,RU,2021-12-30 16:33:53,46.4856,135.8833,-27.27,100,100,2.53
283,Mount Pleasant,US,2021-12-30 16:33:54,32.7941,-79.8626,75.09,87,90,1.01
284,Victoria,HK,2021-12-30 16:30:02,22.2855,114.1577,66.25,83,14,1.99
285,Ketchikan,US,2021-12-30 16:33:55,55.3422,-131.6461,28.87,69,1,10.36
